sample,feature_id,abundance
FW_AS_rep_2,ASV_a1b290bc6493a44d9c20093f3bed98cd03b6fc53,0.20290758636324993
FW_AS_rep_2,ASV_fb4cee6bb46472ce766402b91fa2258ba003a4ec,0.09408564060418852
FW_AS_rep_2,ASV_44c8484481a00fd6ca6d80da73d71fe29810d91b,0.07098931617876272
FW_AS_rep_2,ASV_8d25d41d5b7eb5d00e19d67a4395cb8616712766,0.03474367330745034
FW_AS_rep_2,ASV_0e50deaeeef3b8e5c2436daf483240d3c1ae1893,0.03409187519483096
FW_AS_rep_2,ASV_b5f2b13884ad3e1d41eb5ee0d767d9edde1a0af6,0.024711650182786864
FW_AS_rep_2,ASV_f4ff1540bb111a1712893036ace98b37d5436089,0.02241618726443166
FW_AS_rep_2,ASV_cc4591ed50e0fe07a231f9604513917df6e2dd67,0.021934423442060817
FW_AS_rep_2,ASV_b5259cf9333b28d9b4a9cf69802009032231f59c,0.020092385297701704
FW_AS_rep_2,ASV_f5358b3daee754bdc7cbba6fc324290d530b38a8,0.018363703346841613
FW_AS_rep_2,ASV_9fa80b984c20e7930495f0f00167e6b23f1d0bbd,0.017400175702099924
FW_AS_rep_2,ASV_4df6221c8e45e3d80a2ad3c26b9fd9ae733755f5,0.01646498710573299
FW_AS_rep_2,ASV_ba4ace83ab5b1e9111e02978e29d8d4d0d227006,0.015274747073993256
FW_AS_rep_2,ASV_e6968b70b06c0a4b8848fda49515858fafad5be1,0.014622948961373877
FW_AS_rep_2,ASV_8e0dfdea7a62b3fbf75ba69f3331ad13693999ca,0.013120979397511832
FW_AS_rep_2,ASV_ac9ae1efa43a9310197716e2d98f9ae73693b24f,0.01210077365602063
FW_AS_rep_2,ASV_87fe4fa92eab045ca82860aab1915ed4766ae4f8,0.01108056791452943
FW_AS_rep_2,ASV_99fa2e53f0f36f723e9c822e65b149eca071a9b6,0.010230396463286762
FW_AS_rep_2,ASV_532ec9243fa6f4634de664865242824cad2bf5d9,0.00986198883441494
FW_AS_rep_2,ASV_a2cbf087989d1fcbda05dea24f34d56cec6429d6,0.009323546915294585
FW_AS_rep_2,ASV_b63bc6392b66e6defb5e027e87f3b6f5352b955a,0.009040156431547028
FW_AS_rep_2,ASV_743663415a523913c4df4b38d7e3887cc326cfb7,0.008926800238048007
FW_AS_rep_2,ASV_019d94273e9eb64a24a52c1b2b31ddea0ab8525c,0.008643409754300451
FW_AS_rep_2,ASV_dc07b27fd78bc2cc4a2d530f366d1c5371a1b1f7,0.007906594496556806
FW_AS_rep_2,ASV_ded5ae65f9e27c4712c34bdd0fade350d8f72021,0.00787825544818205
FW_AS_rep_2,ASV_c54557012cdc9ab94703723a7aed54d5765dd9ae,0.007849916399807295
FW_AS_rep_2,ASV_d7b80fab5fbdd6192bb0747bc8a5b12cb04caff2,0.0071697792388131605
FW_AS_rep_2,ASV_7b15ea152ebc2bb16d33bda295751ce53dc1e7f4,0.006234590642446226
FW_AS_rep_2,ASV_11539b8a9a4d43dcedf8368aa4044ff945ee01db,0.006206251594071471
FW_AS_rep_2,ASV_a4d2d87446c6d4b2b33126939f49599ca605a121,0.006064556352197693
FW_AS_rep_2,ASV_02ef461c2925a1c43c8bc8d250977982a9e50300,0.005866183013574404
FW_AS_rep_2,ASV_9d9058408285eea76ec9e63971fe1e39e91d267a,0.00538441919120356
FW_AS_rep_2,ASV_8d70d8edda19a0cbb403650ac96a7953fe5f2d70,0.005271062997704537
FW_AS_rep_2,ASV_22ea7e283645fd2fcba7787d5bff279d9160bc3a,0.005072689659081248
FW_AS_rep_2,ASV_1879b331dde869762ee2580b6c7835009f9e1e98,0.005044350610706493
FW_AS_rep_2,ASV_988e395351d3c08015c58be8b600ec79e81f8278,0.00493099441720747
FW_AS_rep_2,ASV_ae3c4d30560c8421dc77896365764cb44191b1cf,0.004760960126958937
FW_AS_rep_2,ASV_5e503acf0a4f80acee9133a74c47f1127ac46313,0.00467594298183467
FW_AS_rep_2,ASV_044c36a06f990e25e79a9c1c64ee33e5a0b13ef9,0.004477569643211381
FW_AS_rep_2,ASV_8f41a71c68a76c9279485c2d8577eed8367fbd33,0.004279196304588092
FW_AS_rep_2,ASV_598cf233b896fe83e4951a8493ce0468ff6669df,0.004222518207838581
FW_AS_rep_2,ASV_259c88c95be2b846007ec060213889e737f8f9fe,0.004052483917590047
FW_AS_rep_2,ASV_c1747f057229be2d9ff1e4f0d21ba00ec1f1a1c7,0.004024144869215292
FW_AS_rep_2,ASV_5419dc9843b8293834f70504c8826e8d1bddec20,0.003939127724091025
FW_AS_rep_2,ASV_76fb862f283dbde750e9209d47fa682b0e8f28ba,0.0035990591435939583
FW_AS_rep_2,ASV_10ddce4c8dd94d5e047159e739cf71883544f000,0.0035707200952192026
FW_AS_rep_2,ASV_414d3fa5b8f9ad9bc4a6d4a92e82a88bca6ee197,0.0035140419984696913
FW_AS_rep_2,ASV_79818deb53b4170e2e6afe9f409689617326f9d5,0.0034857029500949357
FW_AS_rep_2,ASV_5693674871d0fd53ab726528df017427f96797fa,0.0034857029500949357
FW_AS_rep_2,ASV_88cce8aafa887f95fe2c1a2391a22ff6bedc3049,0.0030606172244736023
FW_AS_rep_2,ASV_9a4765cea24e685538744525d27574b811e86423,0.0030606172244736023
FW_AS_rep_2,ASV_9e668dc359b5cc60b61dea06bf4d53ac967a3946,0.0030322781760988467
FW_AS_rep_2,ASV_ed596fe5b4c4f28c636679abe5e50f45d22b8a21,0.0027488876923512907
FW_AS_rep_2,ASV_c94b69c195db163c1e93880ae3f7c6814cf4e78f,0.0027205486439765354
FW_AS_rep_2,ASV_23455fa47250b751dedc2528cddea55139945388,0.002607192450477513
FW_AS_rep_2,ASV_bc73bb737c965b3606e85a23c198ba0f8f48379e,0.002578853402102757
FW_AS_rep_2,ASV_66f9aadcf133c32a88548c052f81645f41517d09,0.002550514353728002
FW_AS_rep_2,ASV_20a6ff46c98724d3c12db54098afecb3f075cf3b,0.002550514353728002
FW_AS_rep_2,ASV_18bad7fa31d83051942ecdc9a71a2370877bd259,0.002550514353728002
FW_AS_rep_2,ASV_d2fd6a90cba519ccc13e455ba5660fbe01b1b69d,0.002550514353728002
FW_AS_rep_2,ASV_94cf6f5877f56e9004370dd4b44ffa26e88d107f,0.0024371581602289794
FW_AS_rep_2,ASV_a29792522c9a21254b3af81a536f4d848aee49f8,0.002352141015104713
